,ICAO Empresa Aérea,Número Voo,Situação Voo,Atraso,Hora Partida,Dia Mês,Mês,Dia Semana,Tipo da nuvem da primeira camada,DireÇõÇo do Vento (0-360),Veloc. do Vento (m/s),Alt. da base das nuvens na primeira camada (m),Cobertura de nuvens da camada mais restrita(%),PressÇo reduzida ao nÇðvel do mar - QNH( hPa),Temp. do ar (C),Temp. do Ponto de Orvalho (C),Visibilidade horizontal (m) (acima de 10000m VV=10000),"Tempo Presente (Tabela 020003) <a href=""http://bancodedados.cptec.inpe.br/~rbanco/bdm/tabela_bufr_20003.pdf"">Detalhes</a>"
583,AZU,2400,REALIZADO,-3,6.083333333333333,5,Março,Segunda,0.0,150.0,0.51,206.0,2.0,1011.86,19.0,19.0,10000.0,0.0
584,GLO,1076,REALIZADO,0,8.083333333333334,5,Março,Segunda,0.0,0.0,0.0,63.0,6.0,1010.85,20.0,20.0,10000.0,0.0
585,TAM,4605,REALIZADO,23,8.666666666666666,5,Março,Segunda,0.0,0.0,0.0,63.0,6.0,1010.85,20.0,20.0,10000.0,0.0
586,AZU,2402,REALIZADO,-1,13.416666666666666,5,Março,Segunda,0.0,30.0,1.54,212.0,3.0,1013.89,26.0,22.0,10000.0,0.0
587,GLO,1082,REALIZADO,0,14.583333333333334,5,Março,Segunda,0.0,280.0,3.09,333.0,6.0,1012.88,28.0,21.0,10000.0,0.0
588,GLO,1084,REALIZADO,10,17.416666666666668,5,Março,Segunda,0.0,280.0,4.63,0.0,0.0,1010.85,31.0,20.0,10000.0,0.0
589,GLO,1086,REALIZADO,0,18.416666666666668,5,Março,Segunda,2.0,290.0,4.63,502.0,3.0,1010.85,31.0,20.0,10000.0,0.0
590,GLO,1088,REALIZADO,0,19.416666666666668,5,Março,Segunda,2.0,160.0,4.63,432.0,6.0,1010.85,27.0,20.0,10000.0,0.0
591,AZU,5016,REALIZADO,-13,20.083333333333332,5,Março,Segunda,2.0,220.0,2.06,173.0,6.0,1011.86,22.0,22.0,2990.0,63.0
592,GLO,1090,REALIZADO,13,21.083333333333332,5,Março,Segunda,0.0,140.0,0.51,102.0,3.0,1010.85,23.0,22.0,10000.0,0.0
593,AZU,9030,REALIZADO,0,21.233333333333334,5,Março,Segunda,0.0,140.0,0.51,102.0,3.0,1010.85,23.0,22.0,10000.0,0.0
594,AZU,9009,REALIZADO,0,5.75,6,Março,Terca,0.0,80.0,1.03,16.0,2.0,1012.88,20.0,20.0,5010.0,10.0
595,GLO,1076,REALIZADO,0,8.083333333333334,6,Março,Terca,0.0,0.0,0.0,26.0,2.0,1011.86,19.0,19.0,6000.0,0.0
596,TAM,4605,REALIZADO,-8,8.666666666666666,6,Março,Terca,0.0,0.0,0.0,26.0,2.0,1011.86,19.0,19.0,6000.0,0.0
597,AZU,6925,REALIZADO,-7,9.666666666666666,6,Março,Terca,0.0,0.0,0.0,16.0,2.0,1012.88,19.0,19.0,7000.0,12.0
598,AZU,2402,REALIZADO,0,13.416666666666666,6,Março,Terca,0.0,110.0,1.03,0.0,0.0,1013.89,27.0,22.0,10000.0,0.0
599,GLO,1086,REALIZADO,0,18.416666666666668,6,Março,Terca,2.0,150.0,3.6,403.0,6.0,1010.85,27.0,22.0,10000.0,0.0
600,AZU,5016,REALIZADO,-30,20.083333333333332,6,Março,Terca,0.0,120.0,2.06,173.0,6.0,1010.85,25.0,22.0,7000.0,0.0
601,GLO,1090,REALIZADO,0,21.083333333333332,6,Março,Terca,0.0,170.0,2.57,132.0,6.0,1011.86,24.0,22.0,6000.0,0.0
602,AZU,9030,REALIZADO,0,21.366666666666667,6,Março,Terca,0.0,170.0,2.57,132.0,6.0,1011.86,24.0,22.0,6000.0,0.0
603,AZU,2400,REALIZADO,-16,6.083333333333333,7,Março,Quarta,0.0,80.0,1.03,76.0,2.0,1012.88,21.0,21.0,10000.0,0.0
604,GLO,1076,REALIZADO,0,8.083333333333334,7,Março,Quarta,0.0,140.0,1.03,93.0,6.0,1012.88,21.0,21.0,6000.0,0.0
605,TAM,4605,REALIZADO,-14,8.666666666666666,7,Março,Quarta,0.0,140.0,1.03,93.0,6.0,1012.88,21.0,21.0,6000.0,0.0
606,AZU,6925,REALIZADO,28,9.666666666666666,7,Março,Quarta,0.0,0.0,0.0,83.0,6.0,1012.88,21.0,21.0,5010.0,10.0
607,GLO,1078,REALIZADO,0,10.25,7,Março,Quarta,0.0,40.0,2.06,63.0,6.0,1012.88,22.0,21.0,5010.0,10.0
608,AZU,2402,REALIZADO,25,13.416666666666666,7,Março,Quarta,0.0,270.0,2.06,173.0,6.0,1013.89,25.0,22.0,10000.0,0.0
609,GLO,1084,REALIZADO,0,17.416666666666668,7,Março,Quarta,2.0,290.0,5.15,402.0,3.0,1011.86,29.0,22.0,10000.0,0.0
610,GLO,1086,REALIZADO,0,18.416666666666668,7,Março,Quarta,2.0,180.0,4.12,213.0,6.0,1011.86,26.0,0.0,10000.0,0.0
611,GLO,1088,REALIZADO,0,19.416666666666668,7,Março,Quarta,0.0,170.0,4.12,213.0,6.0,1011.86,24.0,21.0,10000.0,61.0
612,AZU,5016,REALIZADO,-21,20.083333333333332,7,Março,Quarta,0.0,150.0,2.57,112.0,6.0,1012.88,24.0,22.0,8000.0,0.0
613,GLO,1090,REALIZADO,0,21.083333333333332,7,Março,Quarta,0.0,160.0,2.57,112.0,8.0,1012.88,23.0,22.0,8000.0,0.0
614,AZU,9030,REALIZADO,0,21.25,7,Março,Quarta,0.0,160.0,2.57,112.0,8.0,1012.88,23.0,22.0,8000.0,0.0
615,AZU,2400,REALIZADO,-5,6.083333333333333,8,Março,Quinta,0.0,160.0,2.06,73.0,6.0,1012.88,21.0,21.0,10000.0,0.0
616,GLO,1076,REALIZADO,0,8.083333333333334,8,Março,Quinta,0.0,0.0,0.0,113.0,6.0,1013.89,20.0,20.0,10000.0,0.0
617,TAM,4605,REALIZADO,-14,8.666666666666666,8,Março,Quinta,0.0,0.0,0.0,113.0,6.0,1013.89,20.0,20.0,10000.0,0.0
618,AZU,6925,REALIZADO,-15,9.666666666666666,8,Março,Quinta,0.0,130.0,1.03,113.0,8.0,1013.89,21.0,20.0,10000.0,0.0
619,GLO,1078,REALIZADO,0,10.25,8,Março,Quinta,0.0,130.0,2.06,114.0,8.0,1014.91,21.0,21.0,10000.0,0.0
620,AZU,2402,REALIZADO,0,13.416666666666666,8,Março,Quinta,0.0,130.0,3.09,153.0,6.0,1015.93,22.0,20.0,10000.0,0.0
621,GLO,1082,REALIZADO,0,14.583333333333334,8,Março,Quinta,0.0,90.0,2.06,173.0,6.0,1015.93,22.0,20.0,9000.0,0.0
622,GLO,1084,REALIZADO,0,17.416666666666668,8,Março,Quinta,0.0,130.0,4.12,254.0,8.0,1014.91,24.0,19.0,10000.0,0.0
623,GLO,1086,REALIZADO,0,18.416666666666668,8,Março,Quinta,0.0,160.0,3.09,254.0,8.0,1013.89,23.0,20.0,10000.0,0.0
624,AZU,5016,REALIZADO,-15,20.083333333333332,8,Março,Quinta,0.0,150.0,3.09,132.0,6.0,1013.89,21.0,21.0,10000.0,51.0
625,AZU,2400,REALIZADO,-18,6.083333333333333,9,Março,Sexta,0.0,110.0,2.57,133.0,6.0,1014.91,20.0,18.0,10000.0,0.0
626,GLO,1076,REALIZADO,0,8.083333333333334,9,Março,Sexta,0.0,140.0,2.06,153.0,6.0,1015.93,19.0,18.0,10000.0,0.0
627,TAM,4605,REALIZADO,5,8.666666666666666,9,Março,Sexta,0.0,140.0,2.06,153.0,6.0,1015.93,19.0,18.0,10000.0,0.0
628,AZU,6925,REALIZADO,-2,9.666666666666666,9,Março,Sexta,0.0,140.0,2.06,153.0,6.0,1015.93,19.0,18.0,10000.0,0.0
629,GLO,1078,REALIZADO,0,10.25,9,Março,Sexta,0.0,130.0,2.57,153.0,6.0,1016.94,19.0,18.0,10000.0,0.0
630,AZU,2402,REALIZADO,-8,13.416666666666666,9,Março,Sexta,0.0,100.0,2.06,204.0,8.0,1016.94,22.0,18.0,10000.0,0.0
631,GLO,1082,REALIZADO,0,14.583333333333334,9,Março,Sexta,0.0,70.0,2.06,254.0,8.0,1016.94,23.0,19.0,10000.0,0.0
632,GLO,1084,REALIZADO,18,17.416666666666668,9,Março,Sexta,0.0,70.0,2.57,303.0,6.0,1014.91,25.0,20.0,10000.0,0.0
633,GLO,1086,REALIZADO,21,18.416666666666668,9,Março,Sexta,0.0,130.0,3.09,303.0,6.0,1013.89,26.0,21.0,10000.0,0.0
634,GLO,1088,REALIZADO,0,19.416666666666668,9,Março,Sexta,0.0,130.0,2.57,302.0,3.0,1012.88,26.0,20.0,10000.0,0.0
635,AZU,5016,REALIZADO,-25,20.083333333333332,9,Março,Sexta,0.0,100.0,4.63,302.0,3.0,1012.88,25.0,21.0,10000.0,0.0
636,GLO,1090,REALIZADO,0,21.083333333333332,9,Março,Sexta,0.0,140.0,4.12,302.0,3.0,1013.89,23.0,20.0,10000.0,0.0
637,AZU,9030,REALIZADO,0,21.233333333333334,9,Março,Sexta,0.0,140.0,4.12,302.0,3.0,1013.89,23.0,20.0,10000.0,0.0
638,AZU,2400,REALIZADO,-15,6.083333333333333,10,Março,Sabado,0.0,90.0,2.06,74.0,8.0,1013.89,20.0,20.0,10000.0,0.0
639,TAM,4605,REALIZADO,-6,8.666666666666666,10,Março,Sabado,0.0,60.0,2.06,94.0,8.0,1013.89,20.0,20.0,10000.0,0.0
640,GLO,1078,REALIZADO,34,10.25,10,Março,Sabado,0.0,60.0,3.6,74.0,8.0,1014.91,20.0,20.0,10000.0,0.0
641,AZU,4024,REALIZADO,-2,12.916666666666666,10,Março,Sabado,0.0,60.0,3.6,93.0,6.0,1014.91,21.0,20.0,10000.0,0.0
642,AZU,4131,REALIZADO,-15,17.083333333333332,10,Março,Sabado,0.0,220.0,1.03,262.0,6.0,1012.88,26.0,22.0,6000.0,61.0
643,GLO,1084,REALIZADO,0,17.416666666666668,10,Março,Sabado,0.0,220.0,1.03,262.0,6.0,1012.88,26.0,22.0,6000.0,61.0
644,GLO,1088,REALIZADO,0,19.416666666666668,10,Março,Sabado,9.0,150.0,3.09,153.0,6.0,1011.86,23.0,22.0,2990.0,95.0
645,GLO,1090,REALIZADO,0,21.083333333333332,10,Março,Sabado,0.0,150.0,2.57,203.0,6.0,1012.88,22.0,20.0,10000.0,0.0
646,TAM,4605,REALIZADO,-9,8.666666666666666,11,Março,Domingo,0.0,60.0,2.06,64.0,8.0,1011.86,20.0,20.0,10000.0,0.0
647,GLO,1078,REALIZADO,0,10.25,11,Março,Domingo,0.0,0.0,0.0,74.0,8.0,1012.88,20.0,19.0,7000.0,0.0
648,GLO,1082,REALIZADO,0,14.583333333333334,11,Março,Domingo,0.0,0.0,0.0,176.0,2.0,1013.89,24.0,20.0,10000.0,0.0
649,GLO,1084,REALIZADO,0,17.416666666666668,11,Março,Domingo,0.0,270.0,1.54,0.0,0.0,1010.85,29.0,18.0,10000.0,0.0
650,GLO,1086,REALIZADO,0,18.416666666666668,11,Março,Domingo,0.0,350.0,2.57,0.0,0.0,1010.85,31.0,18.0,10000.0,0.0
651,GLO,1088,REALIZADO,0,19.416666666666668,11,Março,Domingo,0.0,280.0,2.57,0.0,0.0,1010.17,30.0,18.0,10000.0,0.0
652,AZU,2668,REALIZADO,-13,20.0,11,Março,Domingo,2.0,160.0,2.06,406.0,3.0,1010.17,28.0,20.0,10000.0,0.0
653,GLO,1090,REALIZADO,0,21.083333333333332,11,Março,Domingo,2.0,150.0,2.57,406.0,3.0,1010.85,27.0,21.0,10000.0,0.0
654,AZU,2400,REALIZADO,0,6.083333333333333,12,Março,Segunda,0.0,0.0,0.0,0.0,0.0,1010.85,18.0,18.0,10000.0,0.0
655,GLO,1076,REALIZADO,0,8.083333333333334,12,Março,Segunda,0.0,0.0,0.0,0.0,0.0,1010.85,18.0,18.0,10000.0,0.0
656,TAM,4605,REALIZADO,-6,8.666666666666666,12,Março,Segunda,0.0,0.0,0.0,0.0,0.0,1010.85,18.0,18.0,10000.0,0.0
657,AZU,6925,REALIZADO,0,9.666666666666666,12,Março,Segunda,0.0,80.0,1.03,0.0,0.0,1010.85,18.0,18.0,8000.0,0.0
658,GLO,1078,REALIZADO,16,10.25,12,Março,Segunda,0.0,80.0,2.06,0.0,0.0,1011.86,20.0,19.0,10000.0,0.0
659,GLO,1082,REALIZADO,0,14.583333333333334,12,Março,Segunda,0.0,300.0,5.15,0.0,0.0,1011.86,30.0,21.0,10000.0,0.0
660,GLO,1084,REALIZADO,0,17.416666666666668,12,Março,Segunda,0.0,290.0,5.66,0.0,0.0,1010.17,31.0,21.0,10000.0,0.0
661,GLO,1086,REALIZADO,59,18.416666666666668,12,Março,Segunda,0.0,310.0,6.18,0.0,0.0,1010.17,30.0,20.0,10000.0,0.0
662,GLO,1088,REALIZADO,0,19.416666666666668,12,Março,Segunda,0.0,290.0,5.15,0.0,0.0,1009.15,30.0,20.0,10000.0,0.0
663,AZU,5016,REALIZADO,0,20.083333333333332,12,Março,Segunda,2.0,210.0,3.09,456.0,6.0,1009.15,29.0,22.0,7000.0,61.0
664,AZU,2400,REALIZADO,-5,6.083333333333333,13,Março,Terca,0.0,70.0,1.03,73.0,6.0,1011.86,22.0,22.0,5010.0,10.0
665,GLO,1076,REALIZADO,0,8.083333333333334,13,Março,Terca,0.0,50.0,2.06,73.0,6.0,1011.86,22.0,22.0,5010.0,10.0
666,TAM,4605,REALIZADO,-2,8.666666666666666,13,Março,Terca,0.0,50.0,2.06,73.0,6.0,1011.86,22.0,22.0,5010.0,10.0
667,AZU,6925,REALIZADO,-16,9.666666666666666,13,Março,Terca,0.0,40.0,2.06,73.0,6.0,1012.88,22.0,22.0,4010.0,10.0
668,AZU,2402,REALIZADO,-8,13.416666666666666,13,Março,Terca,0.0,190.0,1.03,136.0,6.0,1015.93,24.0,22.0,10000.0,0.0
669,GLO,1084,REALIZADO,0,17.416666666666668,13,Março,Terca,0.0,200.0,1.54,332.0,3.0,1013.89,28.0,23.0,10000.0,0.0
670,GLO,1086,REALIZADO,0,18.416666666666668,13,Março,Terca,0.0,240.0,1.03,432.0,3.0,1012.88,30.0,22.0,10000.0,0.0
671,AZU,5016,REALIZADO,-11,20.083333333333332,13,Março,Terca,0.0,70.0,4.12,0.0,0.0,1012.88,27.0,23.0,10000.0,0.0
672,GLO,1090,REALIZADO,0,21.083333333333332,13,Março,Terca,0.0,70.0,2.06,0.0,0.0,1013.89,25.0,23.0,10000.0,0.0
673,AZU,9030,REALIZADO,0,22.016666666666666,13,Março,Terca,0.0,70.0,1.54,0.0,0.0,1014.91,24.0,22.0,10000.0,0.0
674,AZU,2400,REALIZADO,-11,6.083333333333333,14,Março,Quarta,0.0,70.0,2.57,53.0,6.0,1014.91,21.0,21.0,9000.0,0.0
675,GLO,1076,REALIZADO,0,8.083333333333334,14,Março,Quarta,0.0,50.0,4.12,53.0,6.0,1013.89,21.0,21.0,7000.0,0.0
676,TAM,4605,REALIZADO,-20,8.666666666666666,14,Março,Quarta,0.0,50.0,4.12,53.0,6.0,1013.89,21.0,21.0,7000.0,0.0
677,AZU,6925,REALIZADO,-15,9.666666666666666,14,Março,Quarta,0.0,70.0,3.09,43.0,6.0,1014.91,21.0,21.0,5010.0,10.0
678,GLO,1078,REALIZADO,0,10.25,14,Março,Quarta,0.0,50.0,3.09,63.0,6.0,1015.93,22.0,21.0,6000.0,0.0
679,AZU,2402,REALIZADO,0,13.416666666666666,14,Março,Quarta,0.0,40.0,2.06,0.0,0.0,1016.94,29.0,22.0,10000.0,0.0
680,GLO,1084,REALIZADO,0,17.416666666666668,14,Março,Quarta,0.0,300.0,5.66,0.0,0.0,1012.88,33.0,20.0,10000.0,0.0
681,GLO,1086,REALIZADO,0,18.416666666666668,14,Março,Quarta,0.0,330.0,5.15,0.0,0.0,1012.88,33.0,21.0,10000.0,0.0
682,GLO,1088,REALIZADO,0,19.416666666666668,14,Março,Quarta,2.0,310.0,3.6,402.0,3.0,1011.86,33.0,21.0,10000.0,0.0
683,AZU,5016,REALIZADO,-12,20.083333333333332,14,Março,Quarta,2.0,300.0,3.09,402.0,3.0,1011.86,31.0,21.0,10000.0,0.0
684,GLO,1090,REALIZADO,40,21.083333333333332,14,Março,Quarta,2.0,280.0,1.03,452.0,3.0,1013.89,28.0,22.0,10000.0,0.0
685,AZU,9030,REALIZADO,0,22.066666666666666,14,Março,Quarta,9.0,110.0,4.63,452.0,3.0,1013.89,27.0,22.0,10000.0,0.0
686,AZU,2400,REALIZADO,-15,6.083333333333333,15,Março,Quinta,0.0,50.0,3.09,66.0,8.0,1016.94,20.0,20.0,10000.0,61.0
687,GLO,1076,REALIZADO,0,8.083333333333334,15,Março,Quinta,0.0,60.0,5.15,0.0,0.0,1012.88,20.0,19.0,10000.0,0.0
688,TAM,4605,REALIZADO,-8,8.666666666666666,15,Março,Quinta,0.0,60.0,5.15,0.0,0.0,1012.88,20.0,19.0,10000.0,0.0
689,AZU,6925,REALIZADO,16,9.666666666666666,15,Março,Quinta,0.0,100.0,1.03,0.0,0.0,1014.91,20.0,19.0,10000.0,0.0
690,GLO,1078,REALIZADO,0,10.25,15,Março,Quinta,0.0,90.0,1.54,0.0,0.0,1015.93,20.0,19.0,10000.0,0.0
691,AZU,2402,REALIZADO,29,12.916666666666666,15,Março,Quinta,0.0,360.0,2.57,0.0,0.0,1015.93,25.0,19.0,10000.0,0.0
692,GLO,1082,REALIZADO,0,14.583333333333334,15,Março,Quinta,0.0,330.0,4.63,0.0,0.0,1015.93,28.0,21.0,10000.0,0.0
693,GLO,1084,REALIZADO,0,17.416666666666668,15,Março,Quinta,0.0,290.0,5.15,0.0,0.0,1014.91,30.0,21.0,10000.0,0.0
694,GLO,1086,REALIZADO,0,18.416666666666668,15,Março,Quinta,0.0,290.0,5.15,0.0,0.0,1013.89,31.0,22.0,10000.0,0.0
695,AZU,5016,REALIZADO,-4,20.083333333333332,15,Março,Quinta,0.0,270.0,5.15,0.0,0.0,1013.89,30.0,21.0,10000.0,0.0
696,GLO,1090,REALIZADO,0,21.083333333333332,15,Março,Quinta,0.0,270.0,5.15,0.0,0.0,1014.91,30.0,22.0,10000.0,0.0
697,AZU,2400,REALIZADO,0,6.083333333333333,16,Março,Sexta,0.0,310.0,3.09,0.0,0.0,1014.91,25.0,20.0,10000.0,0.0
698,GLO,1076,REALIZADO,36,8.083333333333334,16,Março,Sexta,0.0,190.0,1.03,0.0,0.0,1014.91,21.0,20.0,10000.0,0.0
699,TAM,4605,REALIZADO,-2,8.666666666666666,16,Março,Sexta,0.0,190.0,1.03,0.0,0.0,1014.91,21.0,20.0,10000.0,0.0
700,AZU,6925,REALIZADO,0,9.666666666666666,16,Março,Sexta,0.0,200.0,1.03,0.0,0.0,1014.91,20.0,20.0,10000.0,0.0
701,AZU,2402,REALIZADO,0,12.916666666666666,16,Março,Sexta,0.0,190.0,0.51,0.0,0.0,1017.96,26.0,21.0,10000.0,0.0
702,GLO,1082,REALIZADO,0,14.583333333333334,16,Março,Sexta,0.0,300.0,1.54,402.0,3.0,1017.96,29.0,20.0,10000.0,0.0
703,GLO,1084,REALIZADO,0,17.416666666666668,16,Março,Sexta,0.0,170.0,4.12,452.0,3.0,1014.91,29.0,22.0,10000.0,0.0
704,GLO,1086,REALIZADO,0,18.416666666666668,16,Março,Sexta,0.0,130.0,4.12,303.0,6.0,1014.91,27.0,22.0,10000.0,0.0
705,GLO,1088,REALIZADO,0,19.416666666666668,16,Março,Sexta,0.0,150.0,3.09,253.0,6.0,1014.91,27.0,22.0,10000.0,0.0
706,AZU,5016,REALIZADO,11,20.083333333333332,16,Março,Sexta,0.0,120.0,3.6,203.0,6.0,1015.93,25.0,21.0,10000.0,0.0
707,GLO,1090,REALIZADO,26,21.083333333333332,16,Março,Sexta,0.0,130.0,3.09,203.0,6.0,1015.93,24.0,21.0,10000.0,0.0
708,AZU,2400,REALIZADO,-17,6.083333333333333,17,Março,Sabado,0.0,150.0,1.03,96.0,6.0,1015.93,21.0,21.0,10000.0,0.0
709,GLO,1076,REALIZADO,0,8.083333333333334,17,Março,Sabado,0.0,110.0,0.51,92.0,6.0,1015.93,21.0,21.0,10000.0,0.0
710,TAM,4605,REALIZADO,-6,8.666666666666666,17,Março,Sabado,0.0,110.0,0.51,92.0,6.0,1015.93,21.0,21.0,10000.0,0.0
711,GLO,1078,REALIZADO,0,10.25,17,Março,Sabado,0.0,110.0,1.03,124.0,8.0,1016.94,22.0,21.0,8000.0,0.0
712,AZU,4024,REALIZADO,-6,12.916666666666666,17,Março,Sabado,0.0,80.0,1.03,112.0,8.0,1017.96,23.0,21.0,10000.0,0.0
713,AZU,4131,REALIZADO,-13,17.083333333333332,17,Março,Sabado,2.0,130.0,3.09,403.0,6.0,1014.91,28.0,21.0,10000.0,0.0
714,GLO,9204,REALIZADO,0,17.25,17,Março,Sabado,2.0,130.0,3.09,403.0,6.0,1014.91,28.0,21.0,10000.0,0.0
715,GLO,1088,REALIZADO,0,19.416666666666668,17,Março,Sabado,2.0,150.0,5.15,302.0,3.0,1013.89,27.0,22.0,10000.0,0.0
716,GLO,1090,REALIZADO,0,21.083333333333332,17,Março,Sabado,0.0,120.0,3.09,233.0,6.0,1013.89,25.0,21.0,10000.0,0.0
717,TAM,4605,REALIZADO,-12,8.666666666666666,18,Março,Domingo,0.0,80.0,1.54,196.0,2.0,1013.89,19.0,19.0,7000.0,0.0
718,GLO,1078,REALIZADO,0,10.25,18,Março,Domingo,0.0,60.0,2.57,66.0,6.0,1014.91,20.0,20.0,7000.0,0.0
719,AZU,6937,REALIZADO,0,13.25,18,Março,Domingo,0.0,60.0,3.6,173.0,6.0,1015.93,24.0,20.0,10000.0,0.0
720,GLO,1082,REALIZADO,0,14.583333333333334,18,Março,Domingo,0.0,60.0,2.57,233.0,6.0,1014.91,25.0,21.0,10000.0,0.0
721,GLO,9204,REALIZADO,0,17.233333333333334,18,Março,Domingo,0.0,320.0,3.09,0.0,0.0,1012.88,30.0,19.0,10000.0,0.0
722,GLO,1086,REALIZADO,0,18.416666666666668,18,Março,Domingo,0.0,270.0,3.6,0.0,0.0,1011.86,31.0,19.0,10000.0,0.0
723,GLO,1088,REALIZADO,0,19.416666666666668,18,Março,Domingo,0.0,330.0,3.6,0.0,0.0,1011.86,32.0,20.0,10000.0,0.0
724,AZU,2668,REALIZADO,-13,20.0,18,Março,Domingo,0.0,300.0,2.57,0.0,0.0,1010.85,31.0,20.0,10000.0,0.0
725,GLO,1090,REALIZADO,17,21.083333333333332,18,Março,Domingo,0.0,160.0,2.57,0.0,0.0,1011.86,27.0,22.0,10000.0,0.0
726,AZU,2400,REALIZADO,24,6.083333333333333,19,Março,Segunda,0.0,70.0,1.54,16.0,2.0,1012.88,21.0,21.0,5010.0,10.0
727,GLO,1076,REALIZADO,98,8.083333333333334,19,Março,Segunda,0.0,70.0,1.54,14.0,8.0,1012.88,20.0,20.0,500.0,10.0
728,TAM,4605,REALIZADO,5,8.666666666666666,19,Março,Segunda,0.0,70.0,1.54,14.0,8.0,1012.88,20.0,20.0,500.0,10.0
729,AZU,6925,REALIZADO,132,9.666666666666666,19,Março,Segunda,0.0,60.0,2.06,13.0,6.0,1013.89,20.0,20.0,500.0,10.0
730,GLO,1078,REALIZADO,24,10.25,19,Março,Segunda,0.0,70.0,2.06,12.0,3.0,1013.89,20.0,20.0,2000.0,10.0
731,AZU,2402,REALIZADO,0,12.916666666666666,19,Março,Segunda,0.0,260.0,2.06,0.0,0.0,1014.91,28.0,22.0,10000.0,0.0
732,GLO,1082,REALIZADO,14,14.583333333333334,19,Março,Segunda,0.0,300.0,5.66,0.0,0.0,1013.89,29.0,23.0,10000.0,0.0
733,GLO,9204,REALIZADO,0,17.383333333333333,19,Março,Segunda,2.0,320.0,4.63,403.0,6.0,1010.85,31.0,22.0,10000.0,0.0
734,GLO,1086,REALIZADO,0,18.416666666666668,19,Março,Segunda,9.0,90.0,4.12,96.0,6.0,1011.86,22.0,21.0,7000.0,95.0
735,GLO,1088,REALIZADO,0,19.416666666666668,19,Março,Segunda,2.0,310.0,1.03,402.0,6.0,1011.86,23.0,22.0,10000.0,0.0
736,AZU,5016,REALIZADO,-2,20.083333333333332,19,Março,Segunda,2.0,0.0,0.0,302.0,6.0,1011.86,23.0,23.0,10000.0,0.0
737,GLO,1090,REALIZADO,0,21.083333333333332,19,Março,Segunda,0.0,270.0,2.06,0.0,0.0,1011.86,23.0,22.0,10000.0,0.0
738,AZU,2400,REALIZADO,-14,6.083333333333333,20,Março,Terca,0.0,0.0,0.0,133.0,6.0,1012.88,22.0,21.0,8000.0,0.0
739,GLO,1076,REALIZADO,0,8.083333333333334,20,Março,Terca,0.0,60.0,2.06,133.0,6.0,1012.88,22.0,22.0,8000.0,0.0
740,TAM,4605,REALIZADO,-8,8.666666666666666,20,Março,Terca,0.0,60.0,2.06,133.0,6.0,1012.88,22.0,22.0,8000.0,0.0
741,AZU,6925,REALIZADO,-18,9.666666666666666,20,Março,Terca,0.0,60.0,2.06,133.0,6.0,1012.88,22.0,22.0,7000.0,0.0
742,GLO,1078,REALIZADO,0,10.25,20,Março,Terca,0.0,100.0,1.03,0.0,0.0,1014.91,23.0,22.0,7000.0,0.0
743,AZU,2402,REALIZADO,-8,12.916666666666666,20,Março,Terca,0.0,20.0,1.03,156.0,2.0,1015.93,26.0,23.0,6000.0,0.0
744,GLO,9204,REALIZADO,0,17.216666666666665,20,Março,Terca,2.0,280.0,1.54,352.0,3.0,1012.88,30.0,23.0,10000.0,0.0
745,GLO,1086,REALIZADO,0,18.416666666666668,20,Março,Terca,2.0,120.0,5.66,353.0,6.0,1011.86,28.0,23.0,8000.0,0.0
746,AZU,5016,REALIZADO,-6,20.083333333333332,20,Março,Terca,9.0,160.0,2.06,152.0,6.0,1013.89,23.0,22.0,5010.0,95.0
747,GLO,1090,REALIZADO,0,21.083333333333332,20,Março,Terca,9.0,320.0,4.12,136.0,6.0,0.0,21.0,21.0,2990.0,95.0
748,AZU,2400,REALIZADO,0,6.083333333333333,21,Março,Quarta,0.0,300.0,2.06,103.0,6.0,1015.93,20.0,20.0,10000.0,61.0
749,GLO,1076,REALIZADO,0,8.083333333333334,21,Março,Quarta,0.0,360.0,3.09,0.0,0.0,1013.89,20.0,20.0,10000.0,0.0
750,TAM,4605,REALIZADO,-14,8.666666666666666,21,Março,Quarta,0.0,360.0,3.09,0.0,0.0,1013.89,20.0,20.0,10000.0,0.0
751,AZU,6925,REALIZADO,0,9.666666666666666,21,Março,Quarta,0.0,0.0,0.0,0.0,0.0,1014.91,20.0,20.0,10000.0,0.0
752,GLO,1078,REALIZADO,0,10.25,21,Março,Quarta,0.0,160.0,1.03,62.0,6.0,1015.93,20.0,20.0,6000.0,0.0
753,AZU,2402,REALIZADO,-11,12.916666666666666,21,Março,Quarta,0.0,180.0,1.54,153.0,6.0,1015.93,22.0,21.0,10000.0,0.0
754,GLO,9204,REALIZADO,0,17.283333333333335,21,Março,Quarta,0.0,140.0,2.06,333.0,6.0,1014.91,26.0,20.0,10000.0,0.0
755,GLO,1086,REALIZADO,0,18.416666666666668,21,Março,Quarta,0.0,160.0,3.09,403.0,6.0,1014.91,25.0,21.0,10000.0,0.0
756,GLO,1088,REALIZADO,0,19.416666666666668,21,Março,Quarta,0.0,170.0,3.09,403.0,6.0,1013.89,24.0,21.0,10000.0,0.0
757,GLO,1090,REALIZADO,0,21.083333333333332,21,Março,Quarta,0.0,150.0,3.6,203.0,6.0,1014.91,23.0,20.0,10000.0,0.0
758,GLO,1076,REALIZADO,23,8.083333333333334,22,Março,Quinta,0.0,120.0,2.06,63.0,6.0,1014.91,20.0,20.0,9000.0,0.0
